Name	Description	T1_normalize	C1_normalize
ENSG00000167840	ZNF232	8.98659565	20.62311826
ENSG00000165661	QSOX2	43.5849889	66.21106389
ENSG00000275832	ARHGAP23	55.43606192	80.6408618
ENSG00000113387	SUB1	180.9114037	224.4919003
ENSG00000060688	SNRNP40	43.75348757	66.40260988
ENSG00000124155	PIGT	141.2018842	107.1380571
ENSG00000163520	FBLN2	192.2569807	237.070087
ENSG00000197632	SERPINB2	4.549464048	0.031924332
ENSG00000181830	SLC35C1	3.089142255	10.9819701
ENSG00000183077	AFMID	23.92681092	11.23736475
ENSG00000185760	KCNQ5	8.705764536	20.17617762
ENSG00000184731	FAM110C	67.84879716	44.94945899
ENSG00000271075	AL139317.4	5.953619618	0.702335297
ENSG00000263884	AP000845.1	0.112332446	4.341709107
ENSG00000069812	HES2	1.460321793	7.725688265
ENSG00000158106	RHPN1	8.649598313	20.04848029
ENSG00000103021	CCDC113	12.52506769	25.73101133
ENSG00000126088	UROD	17.52386152	32.69051563
ENSG00000103855	CD276	88.06863737	61.74165745
ENSG00000139675	HNRNPA1L2	1.123324456	6.959504305
ENSG00000175567	UCP2	5.560456058	15.19598188
ENSG00000168246	UBTD2	30.2735941	49.41886543
ENSG00000175115	PACS1	114.7475932	84.40793294
ENSG00000279059	AC007485.2	1.741152907	8.300326235
ENSG00000057252	SOAT1	40.04651687	61.67780879
ENSG00000189298	ZKSCAN3	2.246648913	9.321904848
ENSG00000048405	ZNF800	9.829088992	21.7723942
ENSG00000197024	ZNF398	12.46890146	25.603314
ENSG00000167130	DOLPP1	19.60201176	35.43600816
ENSG00000163162	RNF149	70.88177319	47.56725419
ENSG00000111237	VPS29	24.03914336	41.31008518
ENSG00000256812	CAPNS2	9.155094319	2.170854554
ENSG00000080986	NDC80	183.3265513	226.7904522
ENSG00000140464	PML	41.00134265	23.81555143
ENSG00000107262	BAG1	55.99772414	35.56370548
ENSG00000166444	ST5	18.59101975	34.03133756
ENSG00000148343	MIGA2	10.55924989	22.79397281
ENSG00000158985	CDC42SE2	78.96970928	108.2234844
ENSG00000156787	TBC1D31	49.14544496	72.72362755
ENSG00000183474	GTF2H2C	4.156300488	12.76973267
ENSG00000114650	SCAP	50.10027075	73.87290349
ENSG00000149679	CABLES2	7.750938748	18.57996103
ENSG00000173852	DPY19L1	24.15147581	41.37393385
ENSG00000105866	SP4	23.19665002	10.85427277
ENSG00000153391	INO80C	44.98914447	26.94413593
ENSG00000178295	GEN1	23.47748114	40.48005256
ENSG00000214049	UCA1	88.34946848	62.1885981
ENSG00000090971	NAT14	9.716756547	21.51699955
ENSG00000112874	NUDT12	8.818096982	20.17617762
ENSG00000116809	ZBTB17	39.99035064	23.11321613
ENSG00000164828	SUN1	204.1080537	163.1971835
ENSG00000115459	ELMOD3	2.752144918	10.21578614
ENSG00000144354	CDCA7	80.48619729	109.8835496
ENSG00000137700	SLC37A4	6.346783178	16.34525782
ENSG00000166979	EVA1C	15.55804372	29.81732578
ENSG00000110925	CSRNP2	21.9048269	38.37304667
ENSG00000268043	NBPF12	7.863271194	18.70765836
ENSG00000260279	AC137932.1	0.449329783	5.171741731
ENSG00000235885	LINC01828	4.268632934	0.127697327
ENSG00000182093	WRB	5.841287173	15.51522519
ENSG00000074211	PPP2R2C	47.12346094	28.66804984
ENSG00000143801	PSEN2	6.402949401	16.40910648
ENSG00000105993	DNAJB6	137.6072459	104.5202619
ENSG00000144677	CTDSPL	37.68753551	58.48537562
ENSG00000152669	CCNO	1.853485353	8.428023561
ENSG00000119673	ACOT2	21.84866067	38.24534934
ENSG00000125817	CENPB	25.6117976	43.16169642
ENSG00000092929	UNC13D	58.13204061	37.41531672
ENSG00000080298	RFX3	16.34437084	30.8389044
ENSG00000134575	ACP2	11.73874057	24.3901894
ENSG00000221963	APOL6	101.323866	133.890647
ENSG00000147419	CCDC25	57.57037838	82.68401903
ENSG00000061794	MRPS35	98.06622503	130.1235759
ENSG00000162601	MYSM1	101.7731957	73.6813575
ENSG00000121903	ZSCAN20	3.875469374	12.1950947
ENSG00000128708	HAT1	67.51179982	94.49602175
ENSG00000100325	ASCC2	76.38606303	52.35590394
ENSG00000272872	AP000525.1	0.39316356	4.980195741
ENSG00000134375	TIMM17A	64.14182645	90.47355596
ENSG00000121039	RDH10	12.3004028	25.15637336
ENSG00000168256	NKIRAS2	74.81340879	51.07893068
ENSG00000100292	HMOX1	2.583646249	9.832694155
ENSG00000162704	ARPC5	161.9833866	126.0372614
ENSG00000139793	MBNL2	120.757379	155.9822845
ENSG00000215251	FASTKD5	8.256434754	19.21844767
ENSG00000164626	KCNK5	5.448123613	14.8128899
ENSG00000099949	LZTR1	30.04892921	48.78037879
ENSG00000162065	TBC1D24	3.931635597	12.25894336
ENSG00000198837	DENND4B	51.33592765	75.08602809
ENSG00000185379	RAD51D	5.335791167	14.62134391
ENSG00000114541	FRMD4B	38.30536396	21.96394019
ENSG00000024862	CCDC28A	46.67413116	28.41265519
ENSG00000116198	CEP104	33.69973369	53.37748256
ENSG00000100385	IL2RB	12.0757379	3.830919801
ENSG00000139209	SLC38A4	7.975603639	1.660065247
ENSG00000128881	TTBK2	44.20281735	26.49719529
ENSG00000240859	AC093627.4	0.224664891	4.469406434
ENSG00000116786	PLEKHM2	91.1016134	64.74254463
ENSG00000082805	ERC1	91.66327563	122.5894336
ENSG00000188153	COL4A5	66.27614292	92.89980517
ENSG00000281181	FP236383.3	15.16488016	5.682531038
ENSG00000118363	SPCS2	77.84638482	106.4995705
ENSG00000088836	SLC4A11	3.257640923	11.04581876
ENSG00000172476	RAB40A	0.056166223	4.150163117
ENSG00000189362	NEMP2	8.200268531	19.09075034
ENSG00000009830	POMT2	24.09530959	41.05469053
ENSG00000197670	AL157838.1	7.133110297	1.276973267
ENSG00000154813	DPH3	6.065952064	15.77061985
ENSG00000172974	AC007318.1	49.87560586	30.96660172
ENSG00000086189	DIMT1	38.19303151	58.93231627
ENSG00000164758	MED30	103.2335175	75.08602809
ENSG00000135900	MRPL44	57.00871616	36.64913276
ENSG00000159086	PAXBP1	81.83418664	57.01685637
ENSG00000182872	RBM10	57.51421216	82.42862438
ENSG00000144959	NCEH1	37.74370173	21.58084821
ENSG00000151881	TMEM267	17.18686418	31.86048301
ENSG00000124562	SNRPC	69.08445406	96.156087
ENSG00000103194	USP10	168.7233333	209.7428591
ENSG00000169908	TM4SF1	63.86099534	42.20396647
ENSG00000170445	HARS	46.95496227	69.65889171
ENSG00000139921	TMX1	95.42641256	126.8034454
ENSG00000087301	TXNDC16	28.13927763	14.49364658
ENSG00000213995	NAXD	19.43351309	34.86137019
ENSG00000197037	ZSCAN25	7.470107634	17.9414744
ENSG00000119979	FAM45A	21.79249445	37.98995469
ENSG00000231770	TMEM44-AS1	2.583646249	9.768845492
ENSG00000120805	ARL1	65.82681314	92.26131853
ENSG00000151718	WWC2	105.2555016	76.87379067
ENSG00000255443	CD44-AS1	6.964611629	1.213124604
ENSG00000164253	WDR41	39.42868841	60.40083552
ENSG00000119514	GALNT12	12.24423657	3.958617127
ENSG00000198876	DCAF12	135.9784254	103.4348346
ENSG00000174963	ZIC4	1.965817798	8.555720888
ENSG00000183718	TRIM52	4.493297825	13.15282465
ENSG00000128951	DUT	42.96716045	64.74254463
ENSG00000113273	ARSB	4.268632934	12.76973267
ENSG00000132003	ZSWIM4	23.42131491	11.17351609
ENSG00000133142	TCEAL4	37.1820395	57.59149434
ENSG00000011258	MBTD1	33.30657013	52.73899592
ENSG00000176142	TMEM39A	69.87078118	96.98611962
ENSG00000174485	DENND4A	57.1210486	81.85398641
ENSG00000116830	TTF2	27.12828562	44.88561033
ENSG00000178252	WDR6	83.96850311	113.4590748
ENSG00000144395	CCDC150	17.01836551	6.895655641
ENSG00000196187	TMEM63A	113.7366012	84.21638695
ENSG00000196756	SNHG17	74.64491012	51.14277934
ENSG00000087299	L2HGDH	50.7180992	74.12829814
ENSG00000197779	ZNF81	1.572654239	7.725688265
ENSG00000113643	RARS	151.3118043	190.0774708
ENSG00000197217	ENTPD4	60.09785841	85.36566289
ENSG00000110080	ST3GAL4	68.35429316	45.97103761
ENSG00000232098	AC012313.1	0.224664891	4.405557771
ENSG00000054793	ATP9A	83.96850311	113.3952261
ENSG00000148053	NTRK2	8.930429427	2.170854554
ENSG00000164574	GALNT10	14.88404905	28.60420118
ENSG00000170364	SETMAR	1.460321793	7.470293611
ENSG00000133103	COG6	20.55683755	36.26604078
ENSG00000174446	SNAPC5	12.01957168	24.58173539
ENSG00000123415	SMUG1	14.94021527	28.66804984
ENSG00000157036	EXOG	3.59463826	11.55660807
ENSG00000132424	PNISR	112.2762794	145.8941957
ENSG00000174791	RIN1	17.46769529	7.214898958
ENSG00000184432	COPB2	213.7124778	259.2255732
ENSG00000157077	ZFYVE9	21.73632823	37.7984087
ENSG00000130520	LSM4	70.09544607	97.11381695
ENSG00000215447	BX322557.1	4.043968043	12.32279203
ENSG00000204397	CARD16	9.885255215	2.68164386
ENSG00000172432	GTPBP2	70.43244341	97.49690893
ENSG00000144115	THNSL2	1.179490679	6.831806978
ENSG00000172992	DCAKD	9.098928096	20.30387494
ENSG00000177200	CHD9	48.7522814	71.63820027
ENSG00000091640	SPAG7	44.37131602	26.8164386
ENSG00000117155	SSX2IP	54.98673213	79.10849388
ENSG00000086200	IPO11	29.48726698	47.75880018
ENSG00000265688	MAFG-AS1	0.39316356	4.852498414
ENSG00000120832	MTERF2	1.909651576	8.364174898
ENSG00000108960	MMD	16.23203839	6.448714998
ENSG00000145882	PCYOX1L	17.80469263	32.49896964
ENSG00000174233	ADCY6	8.144102308	18.83535569
ENSG00000230551	AC021078.1	68.1857945	45.97103761
ENSG00000151338	MIPOL1	15.55804372	29.4342338
ENSG00000089195	TRMT6	21.11849978	36.90452741
ENSG00000119772	DNMT3A	16.11970595	30.20041776
ENSG00000112379	ARFGEF3	122.0492022	91.6228319
ENSG00000087111	PIGS	36.17104749	56.12297508
ENSG00000058453	CROCC	21.9048269	37.92610603
ENSG00000117118	SDHB	88.40563471	118.3115732
ENSG00000213066	FGFR1OP	8.537265868	19.40999366
ENSG00000136682	CBWD2	23.02815135	39.39462528
ENSG00000214822	KRT16P3	4.437131602	0.255394653
ENSG00000255624	AC073585.1	0.842493342	6.001774354
ENSG00000160741	CRTC2	69.14062028	46.80107023
ENSG00000132570	PCBD2	3.313807146	10.9819701
ENSG00000107104	KANK1	53.24557923	33.90364024
ENSG00000164219	PGGT1B	19.32118065	34.47827821
ENSG00000115350	POLE4	35.10388926	19.79308564
ENSG00000167566	NCKAP5L	8.087936085	18.70765836
ENSG00000279278	AC245060.6	0.336997337	4.660952424
ENSG00000062822	POLD1	51.84142366	75.21372542
ENSG00000072786	STK10	82.78901243	58.16613231
ENSG00000116641	DOCK7	78.96970928	54.97369914
ENSG00000177494	ZBED2	4.605630271	0.319243317
ENSG00000125741	OPA3	13.47989348	26.49719529
ENSG00000277072	STAG3L2	2.19048269	8.874964205
ENSG00000153208	MERTK	1.179490679	6.767958314
ENSG00000178935	ZNF552	1.179490679	6.767958314
ENSG00000276710	CSPG4P10	9.604424101	20.94236158
ENSG00000272391	POM121C	61.72667887	86.96187947
ENSG00000125841	NRSN2	9.829088992	21.26160489
ENSG00000004961	HCCS	26.45429094	43.73633439
ENSG00000105497	ZNF175	2.134316467	8.747266878
ENSG00000215041	NEURL4	14.88404905	28.41265519
ENSG00000197302	ZNF720	7.526273857	17.81377707
ENSG00000174442	ZWILCH	35.60938526	55.29294246
ENSG00000164576	SAP30L	7.863271194	18.32456638
ENSG00000112763	BTN2A1	44.59598091	27.13568192
ENSG00000171448	ZBTB26	6.908445406	16.85604712
ENSG00000066135	KDM4A	56.55938637	80.76855913
ENSG00000139668	WDFY2	23.30898247	39.65001994
ENSG00000119242	CCDC92	2.639812472	9.704996828
ENSG00000104660	LEPROTL1	32.40791056	51.27047667
ENSG00000099341	PSMD8	88.79879827	118.5669678
ENSG00000100490	CDKL1	1.572654239	7.597990938
ENSG00000142892	PIGK	27.97077896	45.65179429
ENSG00000132612	VPS4A	17.86085885	32.43512098
ENSG00000159228	CBR1	17.86085885	32.43512098
ENSG00000188811	NHLRC3	8.256434754	18.89920435
ENSG00000105325	FZR1	57.73887705	37.60686271
ENSG00000165644	COMTD1	7.750938748	18.13302039
ENSG00000118513	MYB	17.01836551	7.023352968
ENSG00000164603	BMT2	24.26380826	11.93970005
ENSG00000155066	PROM2	36.6765435	56.56991572
ENSG00000139428	MMAB	23.1404838	39.39462528
ENSG00000116852	KIF21B	0.561662228	5.235590394
ENSG00000269378	ITGB1P1	26.22962605	13.34437064
ENSG00000118894	EEF2KMT	1.460321793	7.342596285
ENSG00000108262	GIT1	95.08941522	68.70116176
ENSG00000143398	PIP5K1A	177.7660952	218.8732179
ENSG00000148153	INIP	15.38954505	29.05114182
ENSG00000226688	ENTPD1-AS1	0.842493342	5.937925691
ENSG00000113356	POLR3G	12.86206502	25.53946534
ENSG00000137288	UQCC2	21.06233355	36.64913276
ENSG00000162757	C1orf74	5.560456058	14.68519257
ENSG00000164142	FAM160A1	32.23941189	17.74992841
ENSG00000259820	AC083843.2	5.167292499	14.04670594
ENSG00000130177	CDC16	51.84142366	75.02217943
ENSG00000105656	ELL	26.11729361	13.28052198
ENSG00000115257	PCSK4	7.750938748	1.660065247
ENSG00000107949	BCCIP	48.19061917	70.61662166
ENSG00000119969	HELLS	45.71930537	67.61573448
ENSG00000125970	RALY	170.5206525	134.5291337
ENSG00000275023	MLLT6	44.14665113	65.70027458
ENSG00000030419	IKZF2	14.94021527	28.41265519
ENSG00000157106	SMG1	492.5777741	429.956899
ENSG00000134001	EIF2S1	223.092237	268.8028727
ENSG00000073969	NSF	34.26139592	53.50517988
ENSG00000139531	SUOX	6.739946738	16.53680381
ENSG00000114030	KPNA1	57.79504327	82.10938106
ENSG00000080200	CRYBG3	84.97949512	60.20928953
ENSG00000205643	CDPF1	1.684986684	7.789536928
ENSG00000241343	RPL36A	1.684986684	7.789536928
ENSG00000063046	EIF4B	704.1559354	628.9731826
ENSG00000232593	KANTR	3.369973369	10.9819701
ENSG00000125249	RAP2A	21.68016201	37.41531672
ENSG00000147689	FAM83A	75.65590213	52.41975261
ENSG00000104472	CHRAC1	14.32238682	27.5187739
ENSG00000087338	GMCL1	27.97077896	45.52409696
ENSG00000055732	MCOLN3	19.37734687	34.35058088
ENSG00000106524	ANKMY2	16.0073735	29.81732578
ENSG00000100281	HMGXB4	87.3946427	62.31629542
ENSG00000109586	GALNT7	111.4337861	144.2341305
ENSG00000101367	MAPRE1	278.80913	232.4091346
ENSG00000253540	FAM86HP	0.730160897	5.618682374
ENSG00000186063	AIDA	127.4973258	96.79457363
ENSG00000179240	AP002360.1	1.516488016	7.406444948
ENSG00000213676	ATF6B	70.20777852	96.6668763
ENSG00000147475	ERLIN2	68.52279183	94.68756774
ENSG00000113838	TBCCD1	8.930429427	19.79308564
ENSG00000083812	ZNF324	1.460321793	7.278747621
ENSG00000234545	FAM133B	37.46287062	21.7723942
ENSG00000164182	NDUFAF2	13.76072459	26.68874128
ENSG00000184786	TCTE3	0.786327119	5.746379701
ENSG00000280187	AC022107.1	0.786327119	5.746379701
ENSG00000129595	EPB41L4A	6.908445406	16.7283498
ENSG00000172977	KAT5	28.13927763	14.8128899
ENSG00000272476	AL024507.2	0.056166223	3.894768464
ENSG00000122085	MTERF4	16.23203839	30.07272044
ENSG00000188185	LINC00265	21.28699845	9.960391482
ENSG00000186448	ZNF197	11.90723924	24.07094608
ENSG00000111737	RAB35	45.71930537	67.42418849
ENSG00000047644	WWC3	14.65938415	27.90186588
ENSG00000196159	FAT4	7.413941411	1.53236792
ENSG00000139990	DCAF5	68.80362295	46.86491889
ENSG00000126709	IFI6	22.18565801	10.59887812
ENSG00000186300	ZNF555	2.808311141	9.896542818
ENSG00000145780	FEM1C	73.40925322	50.6958387
ENSG00000141384	TAF4B	36.22721371	20.87851291
ENSG00000160703	NLRX1	3.819303151	11.68430539
ENSG00000196233	LCOR	116.3202474	87.21727413
ENSG00000166189	HPS6	5.672788504	14.74904123
ENSG00000165105	RASEF	79.81220262	56.05912642
ENSG00000176890	TYMS	38.81085996	58.93231627
ENSG00000149547	EI24	70.60094208	96.98611962
ENSG00000116209	TMEM59	99.24571571	72.53208156
ENSG00000167123	CERCAM	28.25161007	14.94058722
ENSG00000177697	CD151	59.0868664	38.94768464
ENSG00000142655	PEX14	43.97815246	26.88028727
ENSG00000155380	SLC16A1	274.3158322	228.5782148
ENSG00000153250	RBMS1	111.5461185	83.13095967
ENSG00000117505	DR1	63.74866289	88.87733938
ENSG00000177302	TOP3A	32.52024301	51.07893068
ENSG00000182858	ALG12	7.919437417	18.19686905
ENSG00000275183	LENG9	3.650804483	11.36506208
ENSG00000010165	METTL13	22.4103229	38.18150068
ENSG00000169403	PTAFR	66.61314026	45.14100498
ENSG00000115816	CEBPZ	102.8965202	75.72451473
ENSG00000237296	SMG1P1	18.08552375	7.853385591
ENSG00000136933	RABEPK	13.92922326	26.8164386
ENSG00000127948	POR	51.27976143	74.00060082
ENSG00000158023	WDR66	43.02332667	26.17795197
ENSG00000249087	ZNF436-AS1	0.280831114	4.341709107
ENSG00000163807	KIAA1143	24.20764203	40.48005256
ENSG00000260953	AC009093.4	0.056166223	3.830919801
ENSG00000180964	TCEAL8	19.71434421	34.60597553
ENSG00000245060	LINC00847	3.089142255	10.34348346
ENSG00000280383	Z95331.1	2.808311141	9.832694155
ENSG00000114948	ADAM23	7.863271194	18.06917173
ENSG00000235919	ASH1L-AS1	0.842493342	5.810228364
ENSG00000169871	TRIM56	42.46166445	63.27402537
ENSG00000173267	SNCG	46.73029738	68.4457671
ENSG00000136840	ST6GALNAC4	13.87305703	26.68874128
ENSG00000106591	MRPL32	101.6608633	74.76678478
ENSG00000104897	SF3A2	68.12962827	46.48182691
ENSG00000144749	LRIG1	8.087936085	18.38841504
ENSG00000171621	SPSB1	14.71555038	27.83801722
ENSG00000132196	HSD17B7	44.42748225	65.63642592
ENSG00000205485	AC004980.1	3.426139592	10.91812143
ENSG00000005073	HOXA11	0.224664891	4.150163117
ENSG00000183935	HTR7P1	0.224664891	4.150163117
ENSG00000125445	MRPS7	30.89142255	48.90807612
ENSG00000167680	SEMA6B	4.942627608	13.47206797
ENSG00000189114	BLOC1S3	4.212466711	12.25894336
ENSG00000160961	ZNF333	12.58123391	4.405557771
ENSG00000130023	ERMARD	16.84986684	30.71120707
ENSG00000141526	SLC16A3	13.25522858	25.79485999
ENSG00000184898	RBM43	7.470107634	17.43068509
ENSG00000164323	CFAP97	132.9454494	167.9858333
ENSG00000132746	ALDH3B2	12.58123391	24.83713004
ENSG00000226696	LENG8-AS1	1.516488016	7.278747621
ENSG00000123213	NLN	84.75483022	113.1398314
ENSG00000259319	AF111167.2	0.112332446	3.830919801
ENSG00000134308	YWHAQ	672.7590169	600.6882247
ENSG00000261505	AL031714.1	14.43471926	5.554833711
ENSG00000225830	ERCC6	46.61796493	29.11499048
ENSG00000221944	TIGD1	1.460321793	7.151050295
ENSG00000164099	PRSS12	30.89142255	48.84422746
ENSG00000137404	NRM	28.25161007	15.06828455
ENSG00000162396	PARS2	3.59463826	11.17351609
ENSG00000181619	GPR135	0.730160897	5.490985048
ENSG00000198431	TXNRD1	982.9088992	895.4775034
ENSG00000269737	AL691432.1	4.156300488	12.13124604
ENSG00000109685	NSD2	131.7659587	166.5811627
ENSG00000175265	GOLGA8A	72.6229261	50.31274672
ENSG00000205250	E2F4	62.90616955	87.60036611
ENSG00000143653	SCCPDH	75.59973591	52.80284459
ENSG00000182325	FBXL6	1.965817798	8.172628908
ENSG00000047597	XK	8.649598313	19.154599
ENSG00000106617	PRKAG2	47.62895695	29.94502311
ENSG00000270605	AL353622.1	0.280831114	4.277860444
ENSG00000154114	TBCEL	12.74973258	25.02867603
ENSG00000089902	RCOR1	90.42761873	119.5885464
ENSG00000092853	CLSPN	7.975603639	18.13302039
ENSG00000131737	KRT34	4.380965379	0.319243317
ENSG00000174749	FAM241A	4.437131602	12.57818668
ENSG00000112584	FAM120B	32.46407679	50.75968736
ENSG00000138092	CENPO	7.807104971	17.87762574
ENSG00000152455	SUV39H2	6.346783178	15.64292252
ENSG00000100350	FOXRED2	44.98914447	66.14721522
ENSG00000135775	COG2	41.78766977	62.25244676
ENSG00000077684	JADE1	18.59101975	32.94591029
ENSG00000162613	FUBP1	182.0347281	222.4487431
ENSG00000166881	NEMP1	96.2689059	70.36122701
ENSG00000150782	IL18	77.11622392	54.14366652
ENSG00000096401	CDC5L	139.1799001	107.6488464
ENSG00000174780	SRP72	123.5656902	157.1954092
ENSG00000167656	LY6D	10.39075122	21.64469687
ENSG00000138944	KIAA1644	6.852279183	1.34082193
ENSG00000168427	KLHL30	6.852279183	1.34082193
ENSG00000234362	LINC01914	0.449329783	4.724801087
ENSG00000107560	RAB11FIP2	8.256434754	18.51611237
ENSG00000100304	TTLL12	85.76582224	114.0975614
ENSG00000108384	RAD51C	15.72654239	29.05114182
ENSG00000176974	SHMT1	39.70951953	59.63465156
ENSG00000140983	RHOT2	63.69249667	88.36655007
ENSG00000140451	PIF1	3.706970706	11.30121341
ENSG00000168395	ING5	18.25402241	32.43512098
ENSG00000198646	NCOA6	88.34946848	117.0345999
ENSG00000108039	XPNPEP1	53.80724145	34.98906751
ENSG00000229320	KRT8P12	0.673994674	5.299439058
ENSG00000267530	LINC01836	0.673994674	5.299439058
ENSG00000112659	CUL9	17.9731913	32.052029
ENSG00000105793	GTPBP10	17.01836551	30.77505573
ENSG00000101843	PSMD10	28.98177097	46.29028092
ENSG00000100084	HIRA	2.808311141	9.704996828
ENSG00000113441	LNPEP	54.81823347	77.83152062
ENSG00000048707	VPS13D	90.53995117	119.5246978
ENSG00000164754	RAD21	1786.422883	1668.812514
ENSG00000197355	UAP1L1	1.965817798	8.108780245
ENSG00000107021	TBC1D13	16.51286951	30.07272044
ENSG00000272141	AL390719.2	0.056166223	3.703222474
ENSG00000099899	TRMT2A	12.69356636	24.83713004
ENSG00000150776	NKAPD1	18.14168997	32.24357499
ENSG00000124767	GLO1	375.4150333	322.6272959
ENSG00000072415	MPP5	68.52279183	93.92138378
ENSG00000143862	ARL8A	43.64115513	26.94413593
ENSG00000164932	CTHRC1	2.583646249	9.258056185
ENSG00000140297	GCNT3	7.470107634	1.660065247
ENSG00000154001	PPP2R5E	129.9124734	164.0910648
ENSG00000167272	POP5	7.076944074	16.66450113
ENSG00000188706	ZDHHC9	57.57037838	38.11765202
ENSG00000162409	PRKAA2	71.49960164	49.61041142
ENSG00000111328	CDK2AP1	12.86206502	25.02867603
ENSG00000166387	PPFIBP2	1.572654239	7.278747621
ENSG00000152291	TGOLN2	254.9946516	211.9775623
ENSG00000268006	PTOV1-AS1	7.638606303	17.49453376
ENSG00000159128	IFNGR2	25.33096649	13.08897599
ENSG00000228474	OST4	40.49584665	24.51788672
ENSG00000197157	SND1	237.0214603	195.6323045
ENSG00000107937	GTPBP4	69.14062028	94.55987041
ENSG00000112062	MAPK14	57.96354194	81.40704576
ENSG00000091542	ALKBH5	46.00013648	67.10494517
ENSG00000135956	TMEM127	27.52144918	44.31097236
ENSG00000058600	POLR3E	59.48002996	83.19480834
ENSG00000135486	HNRNPA1	1895.553854	1775.120538
ENSG00000115596	WNT6	0.224664891	4.022465791
ENSG00000140320	BAHD1	8.98659565	19.47384232
ENSG00000153094	BCL2L11	24.82547048	40.86314454
ENSG00000077235	GTF3C1	114.4667621	146.5326824
ENSG00000112033	PPARD	46.61796493	29.37038514
ENSG00000176623	RMDN1	17.07453174	30.71120707
ENSG00000003402	CFLAR	57.23338105	37.92610603
ENSG00000165406	43167	10.72774856	21.96394019
ENSG00000084623	EIF3I	188.3815113	228.8974581
ENSG00000145075	CCDC39	0.112332446	3.703222474
ENSG00000168264	IRF2BP2	65.88297936	90.66510195
ENSG00000150967	ABCB9	4.605630271	12.70588401
ENSG00000204642	HLA-F	16.51286951	7.023352968
ENSG00000182584	ACTL10	0.056166223	3.639373811
ENSG00000263753	LINC00667	1.347989348	6.767958314
ENSG00000280206	AC026401.3	20.10750777	9.449602175
ENSG00000102226	USP11	99.35804816	73.36211418
ENSG00000106012	IQCE	18.59101975	32.69051563
ENSG00000171700	RGS19	5.167292499	13.59976529
ENSG00000163527	STT3B	269.3170384	317.2640082
ENSG00000116580	GON4L	83.01367732	110.5220362
ENSG00000151552	QDPR	6.346783178	15.45137653
ENSG00000173327	MAP3K11	39.31635597	58.8684676
ENSG00000226314	ZNF192P1	0.842493342	5.618682374
ENSG00000162194	LBHD1	0.39316356	4.469406434
ENSG00000130779	CLIP1	108.0076465	139.0623888
ENSG00000173702	MUC13	4.437131602	0.38309198
ENSG00000162458	FBLIM1	54.31273746	35.62755415
ENSG00000170004	CHD3	230.2815135	274.6769497
ENSG00000154217	PITPNC1	13.47989348	5.107893068
ENSG00000164073	MFSD8	10.05375388	20.94236158
ENSG00000185246	PRPF39	76.16139813	53.69672587
ENSG00000146085	MUT	69.36528517	48.01419483
ENSG00000143458	GABPB2	12.86206502	24.9009787
ENSG00000177548	RABEP2	10.27841877	21.26160489
ENSG00000124523	SIRT5	16.23203839	29.49808247
ENSG00000082146	STRADB	2.808311141	9.577299502
ENSG00000131437	KIF3A	22.69115402	37.98995469
ENSG00000155463	OXA1L	129.4631436	163.1971835
ENSG00000152127	MGAT5	51.67292499	33.52054826
ENSG00000148848	ADAM12	28.08311141	15.19598188
ENSG00000184584	TMEM173	59.98552596	40.28850657
ENSG00000136485	DCAF7	110.5912927	141.87173
ENSG00000111860	CEP85L	6.627614292	15.83446851
ENSG00000198182	ZNF607	4.380965379	12.25894336
ENSG00000163702	IL17RC	9.37975921	19.92078296
ENSG00000120694	HSPH1	82.33968264	109.5643063
ENSG00000268104	SLC6A14	6.964611629	1.468519257
ENSG00000113312	TTC1	55.8853917	78.66155324
ENSG00000131069	ACSS2	65.32131713	89.77122066
ENSG00000241127	YAE1D1	4.043968043	11.68430539
ENSG00000103549	RNF40	96.32507212	70.93586498
ENSG00000122026	RPL21	335.6493475	286.6166498
ENSG00000133794	ARNTL	23.81447847	12.13124604
ENSG00000153975	ZUFSP	32.63257545	18.6438097
ENSG00000167536	DHRS13	2.078150244	8.172628908
ENSG00000169925	BRD3	29.99276298	47.18416221
ENSG00000120594	PLXDC2	26.90362073	43.28939375
ENSG00000133985	TTC9	12.69356636	4.660952424
ENSG00000106692	FKTN	43.86582002	64.23175532
ENSG00000125351	UPF3B	39.8780182	59.37925691
ENSG00000149260	CAPN5	6.402949401	1.213124604
ENSG00000146904	EPHA1	7.413941411	16.98374445
ENSG00000173542	MOB1B	12.97439747	24.96482737
ENSG00000184368	MAP7D2	7.076944074	1.53236792
ENSG00000106682	EIF4H	564.8637028	500.8289153
ENSG00000135972	MRPS9	25.16246782	41.05469053
ENSG00000145911	N4BP3	12.46890146	4.533255097
ENSG00000011347	SYT7	40.32734798	59.89004622
ENSG00000147894	C9orf72	28.75710608	15.77061985
ENSG00000165905	LARGE2	0.39316356	4.405557771
ENSG00000266405	CBX3P2	0.280831114	4.086314454
ENSG00000163251	FZD5	21.9048269	36.84067875
ENSG00000176715	ACSF3	17.86085885	31.54123969
ENSG00000120254	MTHFD1L	88.40563471	116.3961133
ENSG00000063978	RNF4	25.44329893	41.37393385
ENSG00000230202	AL450405.1	90.53995117	66.08336656
ENSG00000156802	ATAD2	249.0971982	294.72543
ENSG00000213047	DENND1B	18.25402241	32.052029
ENSG00000112739	PRPF4B	169.2849956	135.1676203
ENSG00000177873	ZNF619	5.167292499	13.47206797
ENSG00000136463	TACO1	16.34437084	29.49808247
